election,type,race,key,county,precinct,party,candidate,votes
2024-gen,statewide,us-house-west,BEAVERHEAD-PRECINCT 08 - GRANT,BEAVERHEAD,PRECINCT 08 - GRANT,Libertarian,DENNIS HAYES,2
2024-gen,statewide,us-house-west,BEAVERHEAD-PRECINCT 09 - D.RURAL,BEAVERHEAD,PRECINCT 09 - D.RURAL,Libertarian,DENNIS HAYES,20
2024-gen,statewide,us-house-west,BEAVERHEAD-PRECINCT 12 - D.CITY,BEAVERHEAD,PRECINCT 12 - D.CITY,Libertarian,DENNIS HAYES,22
2024-gen,statewide,us-house-west,BEAVERHEAD-PRECINCT 14 - D.CITY,BEAVERHEAD,PRECINCT 14 - D.CITY,Libertarian,DENNIS HAYES,12
2024-gen,statewide,us-house-west,BEAVERHEAD-PRECINCT 17 - REICHLE,BEAVERHEAD,PRECINCT 17 - REICHLE,Libertarian,DENNIS HAYES,4
2024-gen,statewide,us-house-west,BEAVERHEAD-PRECINCT 19 - POLARIS,BEAVERHEAD,PRECINCT 19 - POLARIS,Libertarian,DENNIS HAYES,2
2024-gen,statewide,us-house-west,BEAVERHEAD-PRECINCT 20 - JACKSON,BEAVERHEAD,PRECINCT 20 - JACKSON,Libertarian,DENNIS HAYES,3
2024-gen,statewide,us-house-west,BEAVERHEAD-PRECINCT 21 - WISDOM,BEAVERHEAD,PRECINCT 21 - WISDOM,Libertarian,DENNIS HAYES,4
2024-gen,statewide,us-house-west,BEAVERHEAD-PRECINCT 23 - WISE RIVER,BEAVERHEAD,PRECINCT 23 - WISE RIVER,Libertarian,DENNIS HAYES,4
2024-gen,statewide,us-house-west,BEAVERHEAD-PRECINCT 01 - D-CITY,BEAVERHEAD,PRECINCT 01 - D-CITY,Democrat,MONICA TRANEL,175
2024-gen,statewide,us-house-west,BEAVERHEAD-PRECINCT 02 - D-RURAL,BEAVERHEAD,PRECINCT 02 - D-RURAL,Democrat,MONICA TRANEL,197
2024-gen,statewide,us-house-west,BEAVERHEAD-PRECINCT 03 - D.RURAL,BEAVERHEAD,PRECINCT 03 - D.RURAL,Democrat,MONICA TRANEL,209
2024-gen,statewide,us-house-west,BEAVERHEAD-PRECINCT 04 - LIMA,BEAVERHEAD,PRECINCT 04 - LIMA,Democrat,MONICA TRANEL,33
2024-gen,statewide,us-house-west,BEAVERHEAD-PRECINCT 05 - DELL,BEAVERHEAD,PRECINCT 05 - DELL,Democrat,MONICA TRANEL,23
2024-gen,statewide,us-house-west,BEAVERHEAD-PRECINCT 06 - D-CITY,BEAVERHEAD,PRECINCT 06 - D-CITY,Democrat,MONICA TRANEL,170
2024-gen,statewide,us-house-west,BEAVERHEAD-PRECINCT 07 - D-RURAL,BEAVERHEAD,PRECINCT 07 - D-RURAL,Democrat,MONICA TRANEL,84
2024-gen,statewide,us-house-west,BEAVERHEAD-PRECINCT 08 - GRANT,BEAVERHEAD,PRECINCT 08 - GRANT,Democrat,MONICA TRANEL,18
2024-gen,statewide,us-house-west,BEAVERHEAD-PRECINCT 09 - D.RURAL,BEAVERHEAD,PRECINCT 09 - D.RURAL,Democrat,MONICA TRANEL,139
2024-gen,statewide,us-house-west,BEAVERHEAD-PRECINCT 12 - D.CITY,BEAVERHEAD,PRECINCT 12 - D.CITY,Democrat,MONICA TRANEL,224
2024-gen,statewide,us-house-west,BEAVERHEAD-PRECINCT 14 - D.CITY,BEAVERHEAD,PRECINCT 14 - D.CITY,Democrat,MONICA TRANEL,195
2024-gen,statewide,us-house-west,BEAVERHEAD-PRECINCT 17 - REICHLE,BEAVERHEAD,PRECINCT 17 - REICHLE,Democrat,MONICA TRANEL,33
2024-gen,statewide,us-house-west,BEAVERHEAD-PRECINCT 19 - POLARIS,BEAVERHEAD,PRECINCT 19 - POLARIS,Democrat,MONICA TRANEL,38
2024-gen,statewide,us-house-west,BEAVERHEAD-PRECINCT 20 - JACKSON,BEAVERHEAD,PRECINCT 20 - JACKSON,Democrat,MONICA TRANEL,12
2024-gen,statewide,us-house-west,BEAVERHEAD-PRECINCT 21 - WISDOM,BEAVERHEAD,PRECINCT 21 - WISDOM,Democrat,MONICA TRANEL,42
2024-gen,statewide,us-house-west,BEAVERHEAD-PRECINCT 23 - WISE RIVER,BEAVERHEAD,PRECINCT 23 - WISE RIVER,Democrat,MONICA TRANEL,50
2024-gen,statewide,governor,BEAVERHEAD-PRECINCT 01 - D-CITY,BEAVERHEAD,PRECINCT 01 - D-CITY,Democrat,RYAN BUSSE,164
2024-gen,statewide,governor,BEAVERHEAD-PRECINCT 02 - D-RURAL,BEAVERHEAD,PRECINCT 02 - D-RURAL,Democrat,RYAN BUSSE,189
2024-gen,statewide,governor,BEAVERHEAD-PRECINCT 03 - D.RURAL,BEAVERHEAD,PRECINCT 03 - D.RURAL,Democrat,RYAN BUSSE,196
2024-gen,statewide,governor,BEAVERHEAD-PRECINCT 04 - LIMA,BEAVERHEAD,PRECINCT 04 - LIMA,Democrat,RYAN BUSSE,32
2024-gen,statewide,governor,BEAVERHEAD-PRECINCT 05 - DELL,BEAVERHEAD,PRECINCT 05 - DELL,Democrat,RYAN BUSSE,18
2024-gen,statewide,governor,BEAVERHEAD-PRECINCT 06 - D-CITY,BEAVERHEAD,PRECINCT 06 - D-CITY,Democrat,RYAN BUSSE,158
2024-gen,statewide,governor,BEAVERHEAD-PRECINCT 07 - D-RURAL,BEAVERHEAD,PRECINCT 07 - D-RURAL,Democrat,RYAN BUSSE,66
2024-gen,statewide,governor,BEAVERHEAD-PRECINCT 08 - GRANT,BEAVERHEAD,PRECINCT 08 - GRANT,Democrat,RYAN BUSSE,14
2024-gen,statewide,governor,BEAVERHEAD-PRECINCT 09 - D.RURAL,BEAVERHEAD,PRECINCT 09 - D.RURAL,Democrat,RYAN BUSSE,128
2024-gen,statewide,governor,BEAVERHEAD-PRECINCT 12 - D.CITY,BEAVERHEAD,PRECINCT 12 - D.CITY,Democrat,RYAN BUSSE,214
2024-gen,statewide,governor,BEAVERHEAD-PRECINCT 14 - D.CITY,BEAVERHEAD,PRECINCT 14 - D.CITY,Democrat,RYAN BUSSE,176
2024-gen,statewide,governor,BEAVERHEAD-PRECINCT 17 - REICHLE,BEAVERHEAD,PRECINCT 17 - REICHLE,Democrat,RYAN BUSSE,27
2024-gen,statewide,governor,BEAVERHEAD-PRECINCT 19 - POLARIS,BEAVERHEAD,PRECINCT 19 - POLARIS,Democrat,RYAN BUSSE,39
2024-gen,statewide,governor,BEAVERHEAD-PRECINCT 20 - JACKSON,BEAVERHEAD,PRECINCT 20 - JACKSON,Democrat,RYAN BUSSE,7
2024-gen,statewide,governor,BEAVERHEAD-PRECINCT 21 - WISDOM,BEAVERHEAD,PRECINCT 21 - WISDOM,Democrat,RYAN BUSSE,41
2024-gen,statewide,governor,BEAVERHEAD-PRECINCT 23 - WISE RIVER,BEAVERHEAD,PRECINCT 23 - WISE RIVER,Democrat,RYAN BUSSE,42
2024-gen,statewide,governor,BEAVERHEAD-PRECINCT 01 - D-CITY,BEAVERHEAD,PRECINCT 01 - D-CITY,Republican,GREG GIANFORTE,240
2024-gen,statewide,governor,BEAVERHEAD-PRECINCT 02 - D-RURAL,BEAVERHEAD,PRECINCT 02 - D-RURAL,Republican,GREG GIANFORTE,656
2024-gen,statewide,governor,BEAVERHEAD-PRECINCT 03 - D.RURAL,BEAVERHEAD,PRECINCT 03 - D.RURAL,Republican,GREG GIANFORTE,709
2024-gen,statewide,governor,BEAVERHEAD-PRECINCT 04 - LIMA,BEAVERHEAD,PRECINCT 04 - LIMA,Republican,GREG GIANFORTE,176
2024-gen,statewide,governor,BEAVERHEAD-PRECINCT 05 - DELL,BEAVERHEAD,PRECINCT 05 - DELL,Republican,GREG GIANFORTE,130
2024-gen,statewide,governor,BEAVERHEAD-PRECINCT 06 - D-CITY,BEAVERHEAD,PRECINCT 06 - D-CITY,Republican,GREG GIANFORTE,319
2024-gen,statewide,governor,BEAVERHEAD-PRECINCT 07 - D-RURAL,BEAVERHEAD,PRECINCT 07 - D-RURAL,Republican,GREG GIANFORTE,254
2024-gen,statewide,governor,BEAVERHEAD-PRECINCT 08 - GRANT,BEAVERHEAD,PRECINCT 08 - GRANT,Republican,GREG GIANFORTE,63
2024-gen,statewide,governor,BEAVERHEAD-PRECINCT 09 - D.RURAL,BEAVERHEAD,PRECINCT 09 - D.RURAL,Republican,GREG GIANFORTE,358
2024-gen,statewide,governor,BEAVERHEAD-PRECINCT 12 - D.CITY,BEAVERHEAD,PRECINCT 12 - D.CITY,Republican,GREG GIANFORTE,372
2024-gen,statewide,governor,BEAVERHEAD-PRECINCT 14 - D.CITY,BEAVERHEAD,PRECINCT 14 - D.CITY,Republican,GREG GIANFORTE,319
2024-gen,statewide,governor,BEAVERHEAD-PRECINCT 17 - REICHLE,BEAVERHEAD,PRECINCT 17 - REICHLE,Republican,GREG GIANFORTE,125
2024-gen,statewide,governor,BEAVERHEAD-PRECINCT 19 - POLARIS,BEAVERHEAD,PRECINCT 19 - POLARIS,Republican,GREG GIANFORTE,110
2024-gen,statewide,governor,BEAVERHEAD-PRECINCT 20 - JACKSON,BEAVERHEAD,PRECINCT 20 - JACKSON,Republican,GREG GIANFORTE,83
2024-gen,statewide,governor,BEAVERHEAD-PRECINCT 21 - WISDOM,BEAVERHEAD,PRECINCT 21 - WISDOM,Republican,GREG GIANFORTE,118
2024-gen,statewide,governor,BEAVERHEAD-PRECINCT 23 - WISE RIVER,BEAVERHEAD,PRECINCT 23 - WISE RIVER,Republican,GREG GIANFORTE,107
2024-gen,statewide,governor,BEAVERHEAD-PRECINCT 01 - D-CITY,BEAVERHEAD,PRECINCT 01 - D-CITY,Libertarian,KAISER LEIB,11
2024-gen,statewide,governor,BEAVERHEAD-PRECINCT 02 - D-RURAL,BEAVERHEAD,PRECINCT 02 - D-RURAL,Libertarian,KAISER LEIB,10
2024-gen,statewide,governor,BEAVERHEAD-PRECINCT 03 - D.RURAL,BEAVERHEAD,PRECINCT 03 - D.RURAL,Libertarian,KAISER LEIB,10
2024-gen,statewide,governor,BEAVERHEAD-PRECINCT 04 - LIMA,BEAVERHEAD,PRECINCT 04 - LIMA,Libertarian,KAISER LEIB,3
2024-gen,statewide,governor,BEAVERHEAD-PRECINCT 05 - DELL,BEAVERHEAD,PRECINCT 05 - DELL,Libertarian,KAISER LEIB,4
2024-gen,statewide,governor,BEAVERHEAD-PRECINCT 06 - D-CITY,BEAVERHEAD,PRECINCT 06 - D-CITY,Libertarian,KAISER LEIB,11
2024-gen,statewide,governor,BEAVERHEAD-PRECINCT 07 - D-RURAL,BEAVERHEAD,PRECINCT 07 - D-RURAL,Libertarian,KAISER LEIB,7
2024-gen,statewide,governor,BEAVERHEAD-PRECINCT 08 - GRANT,BEAVERHEAD,PRECINCT 08 - GRANT,Libertarian,KAISER LEIB,0
2024-gen,statewide,governor,BEAVERHEAD-PRECINCT 09 - D.RURAL,BEAVERHEAD,PRECINCT 09 - D.RURAL,Libertarian,KAISER LEIB,13
2024-gen,statewide,governor,BEAVERHEAD-PRECINCT 12 - D.CITY,BEAVERHEAD,PRECINCT 12 - D.CITY,Libertarian,KAISER LEIB,20
2024-gen,statewide,governor,BEAVERHEAD-PRECINCT 14 - D.CITY,BEAVERHEAD,PRECINCT 14 - D.CITY,Libertarian,KAISER LEIB,21
2024-gen,statewide,governor,BEAVERHEAD-PRECINCT 17 - REICHLE,BEAVERHEAD,PRECINCT 17 - REICHLE,Libertarian,KAISER LEIB,6
2024-gen,statewide,governor,BEAVERHEAD-PRECINCT 19 - POLARIS,BEAVERHEAD,PRECINCT 19 - POLARIS,Libertarian,KAISER LEIB,1
2024-gen,statewide,governor,BEAVERHEAD-PRECINCT 20 - JACKSON,BEAVERHEAD,PRECINCT 20 - JACKSON,Libertarian,KAISER LEIB,1
2024-gen,statewide,governor,BEAVERHEAD-PRECINCT 21 - WISDOM,BEAVERHEAD,PRECINCT 21 - WISDOM,Libertarian,KAISER LEIB,2
2024-gen,statewide,governor,BEAVERHEAD-PRECINCT 23 - WISE RIVER,BEAVERHEAD,PRECINCT 23 - WISE RIVER,Libertarian,KAISER LEIB,1
2024-gen,legislative,HD 70,BEAVERHEAD-PRECINCT 01 - D-CITY,BEAVERHEAD,PRECINCT 01 - D-CITY,Republican,SHANNON MANESS,287
2024-gen,legislative,HD 70,BEAVERHEAD-PRECINCT 02 - D-RURAL,BEAVERHEAD,PRECINCT 02 - D-RURAL,Republican,SHANNON MANESS,715
2024-gen,legislative,HD 70,BEAVERHEAD-PRECINCT 03 - D.RURAL,BEAVERHEAD,PRECINCT 03 - D.RURAL,Republican,SHANNON MANESS,782
2024-gen,legislative,HD 70,BEAVERHEAD-PRECINCT 04 - LIMA,BEAVERHEAD,PRECINCT 04 - LIMA,Republican,SHANNON MANESS,179
2024-gen,legislative,HD 70,BEAVERHEAD-PRECINCT 05 - DELL,BEAVERHEAD,PRECINCT 05 - DELL,Republican,SHANNON MANESS,135
2024-gen,legislative,HD 70,BEAVERHEAD-PRECINCT 06 - D-CITY,BEAVERHEAD,PRECINCT 06 - D-CITY,Republican,SHANNON MANESS,377
2024-gen,legislative,HD 70,BEAVERHEAD-PRECINCT 07 - D-RURAL,BEAVERHEAD,PRECINCT 07 - D-RURAL,Republican,SHANNON MANESS,278
2024-gen,legislative,HD 70,BEAVERHEAD-PRECINCT 08 - GRANT,BEAVERHEAD,PRECINCT 08 - GRANT,Republican,SHANNON MANESS,69
2024-gen,legislative,HD 70,BEAVERHEAD-PRECINCT 09 - D.RURAL,BEAVERHEAD,PRECINCT 09 - D.RURAL,Republican,SHANNON MANESS,400
2024-gen,legislative,HD 70,BEAVERHEAD-PRECINCT 12 - D.CITY,BEAVERHEAD,PRECINCT 12 - D.CITY,Republican,SHANNON MANESS,448
2024-gen,legislative,HD 70,BEAVERHEAD-PRECINCT 14 - D.CITY,BEAVERHEAD,PRECINCT 14 - D.CITY,Republican,SHANNON MANESS,408
2024-gen,legislative,HD 70,BEAVERHEAD-PRECINCT 17 - REICHLE,BEAVERHEAD,PRECINCT 17 - REICHLE,Republican,SHANNON MANESS,136
2024-gen,legislative,HD 70,BEAVERHEAD-PRECINCT 19 - POLARIS,BEAVERHEAD,PRECINCT 19 - POLARIS,Republican,SHANNON MANESS,121
2024-gen,legislative,HD 70,BEAVERHEAD-PRECINCT 20 - JACKSON,BEAVERHEAD,PRECINCT 20 - JACKSON,Republican,SHANNON MANESS,84
2024-gen,legislative,HD 70,BEAVERHEAD-PRECINCT 21 - WISDOM,BEAVERHEAD,PRECINCT 21 - WISDOM,Republican,SHANNON MANESS,132
2024-gen,legislative,HD 70,BEAVERHEAD-PRECINCT 23 - WISE RIVER,BEAVERHEAD,PRECINCT 23 - WISE RIVER,Republican,SHANNON MANESS,113
2024-gen,legislative,SD 35,BEAVERHEAD-PRECINCT 01 - D-CITY,BEAVERHEAD,PRECINCT 01 - D-CITY,Republican,TONY TEZAK,290
2024-gen,legislative,SD 35,BEAVERHEAD-PRECINCT 02 - D-RURAL,BEAVERHEAD,PRECINCT 02 - D-RURAL,Republican,TONY TEZAK,734
2024-gen,legislative,SD 35,BEAVERHEAD-PRECINCT 03 - D.RURAL,BEAVERHEAD,PRECINCT 03 - D.RURAL,Republican,TONY TEZAK,785
2024-gen,legislative,SD 35,BEAVERHEAD-PRECINCT 04 - LIMA,BEAVERHEAD,PRECINCT 04 - LIMA,Republican,TONY TEZAK,177
2024-gen,legislative,SD 35,BEAVERHEAD-PRECINCT 05 - DELL,BEAVERHEAD,PRECINCT 05 - DELL,Republican,TONY TEZAK,135
2024-gen,legislative,SD 35,BEAVERHEAD-PRECINCT 06 - D-CITY,BEAVERHEAD,PRECINCT 06 - D-CITY,Republican,TONY TEZAK,387
2024-gen,legislative,SD 35,BEAVERHEAD-PRECINCT 07 - D-RURAL,BEAVERHEAD,PRECINCT 07 - D-RURAL,Republican,TONY TEZAK,274
2024-gen,legislative,SD 35,BEAVERHEAD-PRECINCT 08 - GRANT,BEAVERHEAD,PRECINCT 08 - GRANT,Republican,TONY TEZAK,69
2024-gen,legislative,SD 35,BEAVERHEAD-PRECINCT 09 - D.RURAL,BEAVERHEAD,PRECINCT 09 - D.RURAL,Republican,TONY TEZAK,398
2024-gen,legislative,SD 35,BEAVERHEAD-PRECINCT 12 - D.CITY,BEAVERHEAD,PRECINCT 12 - D.CITY,Republican,TONY TEZAK,471
2024-gen,legislative,SD 35,BEAVERHEAD-PRECINCT 14 - D.CITY,BEAVERHEAD,PRECINCT 14 - D.CITY,Republican,TONY TEZAK,414
2024-gen,legislative,SD 35,BEAVERHEAD-PRECINCT 17 - REICHLE,BEAVERHEAD,PRECINCT 17 - REICHLE,Republican,TONY TEZAK,140
2024-gen,legislative,SD 35,BEAVERHEAD-PRECINCT 19 - POLARIS,BEAVERHEAD,PRECINCT 19 - POLARIS,Republican,TONY TEZAK,118
2024-gen,legislative,SD 35,BEAVERHEAD-PRECINCT 20 - JACKSON,BEAVERHEAD,PRECINCT 20 - JACKSON,Republican,TONY TEZAK,83
2024-gen,legislative,SD 35,BEAVERHEAD-PRECINCT 21 - WISDOM,BEAVERHEAD,PRECINCT 21 - WISDOM,Republican,TONY TEZAK,134
2024-gen,legislative,SD 35,BEAVERHEAD-PRECINCT 23 - WISE RIVER,BEAVERHEAD,PRECINCT 23 - WISE RIVER,Republican,TONY TEZAK,113
2024-gen,statewide,president,BIG HORN-PRECINCT #1,BIG HORN,PRECINCT #1,Republican,DONALD J. TRUMP,57
2024-gen,statewide,president,BIG HORN-PRECINCT #10,BIG HORN,PRECINCT #10,Republican,DONALD J. TRUMP,49
2024-gen,statewide,president,BIG HORN-PRECINCT #11,BIG HORN,PRECINCT #11,Republican,DONALD J. TRUMP,54
2024-gen,statewide,president,BIG HORN-PRECINCT #12,BIG HORN,PRECINCT #12,Republican,DONALD J. TRUMP,23
2024-gen,statewide,president,BIG HORN-PRECINCT #14,BIG HORN,PRECINCT #14,Republican,DONALD J. TRUMP,77
2024-gen,statewide,president,BIG HORN-PRECINCT #15,BIG HORN,PRECINCT #15,Republican,DONALD J. TRUMP,135
2024-gen,statewide,president,BIG HORN-PRECINCT #16,BIG HORN,PRECINCT #16,Republican,DONALD J. TRUMP,20
2024-gen,statewide,president,BIG HORN-PRECINCT #17,BIG HORN,PRECINCT #17,Republican,DONALD J. TRUMP,213
2024-gen,statewide,president,BIG HORN-PRECINCT #18,BIG HORN,PRECINCT #18,Republican,DONALD J. TRUMP,215
2024-gen,statewide,president,BIG HORN-PRECINCT #19,BIG HORN,PRECINCT #19,Republican,DONALD J. TRUMP,291
2024-gen,statewide,president,BIG HORN-PRECINCT #2,BIG HORN,PRECINCT #2,Republican,DONALD J. TRUMP,73
2024-gen,statewide,president,BIG HORN-PRECINCT #20,BIG HORN,PRECINCT #20,Republican,DONALD J. TRUMP,95
2024-gen,statewide,president,BIG HORN-PRECINCT #21,BIG HORN,PRECINCT #21,Republican,DONALD J. TRUMP,174
2024-gen,statewide,president,BIG HORN-PRECINCT #25,BIG HORN,PRECINCT #25,Republican,DONALD J. TRUMP,35
2024-gen,statewide,president,BIG HORN-PRECINCT #26,BIG HORN,PRECINCT #26,Republican,DONALD J. TRUMP,61
2024-gen,statewide,president,BIG HORN-PRECINCT #3,BIG HORN,PRECINCT #3,Republican,DONALD J. TRUMP,79
2024-gen,statewide,president,BIG HORN-PRECINCT #4,BIG HORN,PRECINCT #4,Republican,DONALD J. TRUMP,67
2024-gen,statewide,president,BIG HORN-PRECINCT #4N,BIG HORN,PRECINCT #4N,Republican,DONALD J. TRUMP,141
2024-gen,statewide,president,BIG HORN-PRECINCT #5,BIG HORN,PRECINCT #5,Republican,DONALD J. TRUMP,45
2024-gen,statewide,president,BIG HORN-PRECINCT #6,BIG HORN,PRECINCT #6,Republican,DONALD J. TRUMP,35
2024-gen,statewide,president,BIG HORN-PRECINCT #7,BIG HORN,PRECINCT #7,Republican,DONALD J. TRUMP,142
2024-gen,statewide,president,BIG HORN-PRECINCT #8,BIG HORN,PRECINCT #8,Republican,DONALD J. TRUMP,78
2024-gen,statewide,president,BIG HORN-PRECINCT #9,BIG HORN,PRECINCT #9,Republican,DONALD J. TRUMP,29
2024-gen,statewide,president,BIG HORN-PRECINCT #1,BIG HORN,PRECINCT #1,We The People,ROBERT F. KENNEDY JR.,0
2024-gen,statewide,president,BIG HORN-PRECINCT #10,BIG HORN,PRECINCT #10,We The People,ROBERT F. KENNEDY JR.,0
2024-gen,statewide,president,BIG HORN-PRECINCT #11,BIG HORN,PRECINCT #11,We The People,ROBERT F. KENNEDY JR.,1
2024-gen,statewide,president,BIG HORN-PRECINCT #12,BIG HORN,PRECINCT #12,We The People,ROBERT F. KENNEDY JR.,5
2024-gen,statewide,president,BIG HORN-PRECINCT #14,BIG HORN,PRECINCT #14,We The People,ROBERT F. KENNEDY JR.,9
2024-gen,statewide,president,BIG HORN-PRECINCT #15,BIG HORN,PRECINCT #15,We The People,ROBERT F. KENNEDY JR.,4
2024-gen,statewide,president,BIG HORN-PRECINCT #16,BIG HORN,PRECINCT #16,We The People,ROBERT F. KENNEDY JR.,2
2024-gen,statewide,president,BIG HORN-PRECINCT #17,BIG HORN,PRECINCT #17,We The People,ROBERT F. KENNEDY JR.,12
2024-gen,statewide,president,BIG HORN-PRECINCT #18,BIG HORN,PRECINCT #18,We The People,ROBERT F. KENNEDY JR.,12
2024-gen,statewide,president,BIG HORN-PRECINCT #19,BIG HORN,PRECINCT #19,We The People,ROBERT F. KENNEDY JR.,8
2024-gen,statewide,president,BIG HORN-PRECINCT #2,BIG HORN,PRECINCT #2,We The People,ROBERT F. KENNEDY JR.,10
2024-gen,statewide,president,BIG HORN-PRECINCT #20,BIG HORN,PRECINCT #20,We The People,ROBERT F. KENNEDY JR.,3
2024-gen,statewide,president,BIG HORN-PRECINCT #21,BIG HORN,PRECINCT #21,We The People,ROBERT F. KENNEDY JR.,13
2024-gen,statewide,president,BIG HORN-PRECINCT #25,BIG HORN,PRECINCT #25,We The People,ROBERT F. KENNEDY JR.,3
2024-gen,statewide,president,BIG HORN-PRECINCT #26,BIG HORN,PRECINCT #26,We The People,ROBERT F. KENNEDY JR.,11
2024-gen,statewide,president,BIG HORN-PRECINCT #3,BIG HORN,PRECINCT #3,We The People,ROBERT F. KENNEDY JR.,0
2024-gen,statewide,president,BIG HORN-PRECINCT #4,BIG HORN,PRECINCT #4,We The People,ROBERT F. KENNEDY JR.,3
2024-gen,statewide,president,BIG HORN-PRECINCT #4N,BIG HORN,PRECINCT #4N,We The People,ROBERT F. KENNEDY JR.,4
2024-gen,statewide,president,BIG HORN-PRECINCT #5,BIG HORN,PRECINCT #5,We The People,ROBERT F. KENNEDY JR.,4
2024-gen,statewide,president,BIG HORN-PRECINCT #6,BIG HORN,PRECINCT #6,We The People,ROBERT F. KENNEDY JR.,1
2024-gen,statewide,president,BIG HORN-PRECINCT #7,BIG HORN,PRECINCT #7,We The People,ROBERT F. KENNEDY JR.,18
2024-gen,statewide,president,BIG HORN-PRECINCT #8,BIG HORN,PRECINCT #8,We The People,ROBERT F. KENNEDY JR.,6
2024-gen,statewide,president,BIG HORN-PRECINCT #9,BIG HORN,PRECINCT #9,We The People,ROBERT F. KENNEDY JR.,7
2024-gen,statewide,president,BIG HORN-PRECINCT #1,BIG HORN,PRECINCT #1,Democrat,KAMALA D. HARRIS,31
2024-gen,statewide,president,BIG HORN-PRECINCT #10,BIG HORN,PRECINCT #10,Democrat,KAMALA D. HARRIS,12
2024-gen,statewide,president,BIG HORN-PRECINCT #11,BIG HORN,PRECINCT #11,Democrat,KAMALA D. HARRIS,92
2024-gen,statewide,president,BIG HORN-PRECINCT #12,BIG HORN,PRECINCT #12,Democrat,KAMALA D. HARRIS,79
2024-gen,statewide,president,BIG HORN-PRECINCT #14,BIG HORN,PRECINCT #14,Democrat,KAMALA D. HARRIS,77
2024-gen,statewide,president,BIG HORN-PRECINCT #15,BIG HORN,PRECINCT #15,Democrat,KAMALA D. HARRIS,120
2024-gen,statewide,president,BIG HORN-PRECINCT #16,BIG HORN,PRECINCT #16,Democrat,KAMALA D. HARRIS,58
2024-gen,statewide,president,BIG HORN-PRECINCT #17,BIG HORN,PRECINCT #17,Democrat,KAMALA D. HARRIS,147
2024-gen,statewide,president,BIG HORN-PRECINCT #18,BIG HORN,PRECINCT #18,Democrat,KAMALA D. HARRIS,134
2024-gen,statewide,president,BIG HORN-PRECINCT #19,BIG HORN,PRECINCT #19,Democrat,KAMALA D. HARRIS,189
2024-gen,statewide,president,BIG HORN-PRECINCT #2,BIG HORN,PRECINCT #2,Democrat,KAMALA D. HARRIS,68
2024-gen,statewide,president,BIG HORN-PRECINCT #20,BIG HORN,PRECINCT #20,Democrat,KAMALA D. HARRIS,32
2024-gen,statewide,president,BIG HORN-PRECINCT #21,BIG HORN,PRECINCT #21,Democrat,KAMALA D. HARRIS,218
2024-gen,statewide,president,BIG HORN-PRECINCT #25,BIG HORN,PRECINCT #25,Democrat,KAMALA D. HARRIS,47
2024-gen,statewide,president,BIG HORN-PRECINCT #26,BIG HORN,PRECINCT #26,Democrat,KAMALA D. HARRIS,174
2024-gen,statewide,president,BIG HORN-PRECINCT #3,BIG HORN,PRECINCT #3,Democrat,KAMALA D. HARRIS,16
2024-gen,statewide,president,BIG HORN-PRECINCT #4,BIG HORN,PRECINCT #4,Democrat,KAMALA D. HARRIS,17
2024-gen,statewide,president,BIG HORN-PRECINCT #4N,BIG HORN,PRECINCT #4N,Democrat,KAMALA D. HARRIS,27
2024-gen,statewide,president,BIG HORN-PRECINCT #5,BIG HORN,PRECINCT #5,Democrat,KAMALA D. HARRIS,105
2024-gen,statewide,president,BIG HORN-PRECINCT #6,BIG HORN,PRECINCT #6,Democrat,KAMALA D. HARRIS,10
2024-gen,statewide,president,BIG HORN-PRECINCT #7,BIG HORN,PRECINCT #7,Democrat,KAMALA D. HARRIS,356
2024-gen,statewide,president,BIG HORN-PRECINCT #8,BIG HORN,PRECINCT #8,Democrat,KAMALA D. HARRIS,29
2024-gen,statewide,president,BIG HORN-PRECINCT #9,BIG HORN,PRECINCT #9,Democrat,KAMALA D. HARRIS,74
2024-gen,statewide,president,BIG HORN-PRECINCT #1,BIG HORN,PRECINCT #1,Libertarian,CHASE OLIVER,0
2024-gen,statewide,president,BIG HORN-PRECINCT #10,BIG HORN,PRECINCT #10,Libertarian,CHASE OLIVER,0
2024-gen,statewide,president,BIG HORN-PRECINCT #11,BIG HORN,PRECINCT #11,Libertarian,CHASE OLIVER,1
2024-gen,statewide,president,BIG HORN-PRECINCT #12,BIG HORN,PRECINCT #12,Libertarian,CHASE OLIVER,1
2024-gen,statewide,president,BIG HORN-PRECINCT #14,BIG HORN,PRECINCT #14,Libertarian,CHASE OLIVER,2
2024-gen,statewide,president,BIG HORN-PRECINCT #15,BIG HORN,PRECINCT #15,Libertarian,CHASE OLIVER,0
2024-gen,statewide,president,BIG HORN-PRECINCT #16,BIG HORN,PRECINCT #16,Libertarian,CHASE OLIVER,0
2024-gen,statewide,president,BIG HORN-PRECINCT #17,BIG HORN,PRECINCT #17,Libertarian,CHASE OLIVER,1
2024-gen,statewide,president,BIG HORN-PRECINCT #18,BIG HORN,PRECINCT #18,Libertarian,CHASE OLIVER,5
2024-gen,statewide,president,BIG HORN-PRECINCT #19,BIG HORN,PRECINCT #19,Libertarian,CHASE OLIVER,4
2024-gen,statewide,president,BIG HORN-PRECINCT #2,BIG HORN,PRECINCT #2,Libertarian,CHASE OLIVER,1
2024-gen,statewide,president,BIG HORN-PRECINCT #20,BIG HORN,PRECINCT #20,Libertarian,CHASE OLIVER,0
